Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Sector Name,Sector,time
18454,Tampa Electric Co,645.0,Big Bend,FL,Hillsborough,1,Solar Photovoltaic,PV,,S,19.8, ,19.8,19.8, ,OP,X,2.0,2017.0,Electric Utility,1.0,2022
18454,Tampa Electric Co,645.0,Big Bend,FL,Hillsborough,BESS1,Batteries,BA,,S,12.6, ,12.6,12.6, ,OP,X,2.0,2017.0,Electric Utility,1.0,2022
62042,SRIV Partnership LLC,692.0,Medicine Bow,WY,Carbon,10,Onshore Wind Turbine,WT,,S,4.9, ,4.9,4.9,0,OP,X,7.0,2000.0,IPP Non-CHP,2.0,2022
62042,SRIV Partnership LLC,692.0,Medicine Bow,WY,Carbon,11,Onshore Wind Turbine,WT,,S,1.3, ,1.3,1.3,0,OP,X,7.0,2000.0,IPP Non-CHP,2.0,2022
11843,Maui Electric Co Ltd,792.0,Palaau Power Hybrid,HI,Maui,BAT1,Batteries,BA,,S,2.0, ,2,2,0,OP,X,5.0,2017.0,Electric Utility,1.0,2022
7095,City of Geneseo - (IL),944.0,Geneseo,IL,Henry,10,Onshore Wind Turbine,WT,,S,1.5, ,1.5,1.5,0,OP,X,9.0,2009.0,Electric Utility,1.0,2022
7095,City of Geneseo - (IL),944.0,Geneseo,IL,Henry,11,Onshore Wind Turbine,WT,,S,1.5, ,1.5,1.5,0,OP,X,10.0,2009.0,Electric Utility,1.0,2022
7095,City of Geneseo - (IL),944.0,Geneseo,IL,Henry,12,Solar Photovoltaic,PV,,S,1.2, ,0.9,0.9, ,OP,X,8.0,2015.0,Electric Utility,1.0,2022
16179,Rochelle Municipal Utilities,960.0,North Ninth Street,IL,Ogle,SOL1,Solar Photovoltaic,PV,,S,0.3, ,0.3,0.3, ,OP,X,11.0,2014.0,Electric Utility,1.0,2022
9273,Indianapolis Power & Light Co,990.0,Harding Street,IN,Marion,BAT1,Batteries,BA,,S,20.0, ,20,20,0.1,OP,X,6.0,2016.0,Electric Utility,1.0,2022
6235,Fayetteville Public Works Commission,1016.0,Butler-Warner Generation Plant,NC,Cumberland,10,Solar Photovoltaic,PV,,S,1.0, ,1,1, ,OP,X,6.0,2019.0,Electric Utility,1.0,2022
6235,Fayetteville Public Works Commission,1016.0,Butler-Warner Generation Plant,NC,Cumberland,11,Batteries,BA,,S,0.5, ,0.5,0.5,0.1,OP,X,9.0,2019.0,Electric Utility,1.0,2022
14201,City of Osage - (IA),1172.0,Osage (IA),IA,Mitchell,SO,Solar Photovoltaic,PV,,S,0.8, ,0.8,0.1, ,OP,X,11.0,2016.0,Electric Utility,1.0,2022
14201,City of Osage - (IA),1172.0,Osage (IA),IA,Mitchell,W1,Onshore Wind Turbine,WT,,S,1.6, ,0.5,0.5,0.5,OP,X,12.0,2009.0,Electric Utility,1.0,2022
10171,Kentucky Utilities Co,1355.0,E W Brown,KY,Mercer,SOLAR,Solar Photovoltaic,PV,,J,13.0, ,10,10, ,OP,X,5.0,2016.0,Electric Utility,1.0,2022
31719,FPL Energy Wyman LLC,1507.0,William F Wyman Hybrid,ME,Cumberland,BESS,Batteries,BA,,S,16.7, ,16.2,16.2,0,OP,X,12.0,2016.0,IPP Non-CHP,2.0,2022
